song,artist,duration,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo
Hard Knock Life - The Ghetto Anthem,JAY-Z,238466,0.86,0.674,0.0912,0.00159,0.0322,-5.878,0.339,0.592,77.005
Hot Stuff,Donna Summer,314760,0.823,0.743,0.00559,0.0306,0.0707,-13.98,0.0316,0.966,120.471
Longview,Green Day,233240,0.381,0.732,0.00834,0.0101,0.0854,-7.594,0.0536,0.814,142.504
Can't Help Falling in Love,Elvis Presley,182466,0.387,0.313,0.938,0.000142,0.102,-13.493,0.0276,0.332,100.168
Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,202400,0.471,0.594,0.201,0.0949,0.145,-10.463,0.141,0.215,103.431
"Oh Bondage, Up Yours!",X-Ray Spex,167533,0.451,0.754,0.0215,0.0033,0.0707,-4.957,0.0435,0.667,158.969
Another One Bites The Dust - Remastered 2011,Queen,214653,0.933,0.528,0.112,0.312,0.163,-6.472,0.161,0.754,109.967
Nel blu dipinto di blu (Volare),Domenico Modugno,217573,0.504,0.0806,0.901,0.0,0.168,-14.16,0.0412,0.376,127.972
Intergalactic - Remastered,Beastie Boys,231493,0.734,0.864,0.022,9.85e-06,0.246,-6.119,0.303,0.47,105.932
19th Nervous Breakdown,The Rolling Stones,236400,0.488,0.823,0.0155,0.0631,0.29,-7.184,0.0389,0.846,96.359
First Of The Gang To Die - Remastered,Morrissey,217853,0.532,0.916,0.011,0.0,0.285,-4.24,0.0371,0.84,134.316
"Cold, Cold Heart - Single Version",Hank Williams,163333,0.576,0.0741,0.936,0.0,0.204,-17.343,0.042,0.441,113.303
Fall On Me - 2011 Remaster,R.E.M.,169920,0.432,0.852,0.0711,0.000391,0.155,-4.865,0.0473,0.596,118.256
Man On The Moon,R.E.M.,313533,0.647,0.727,0.401,0.000408,0.144,-6.323,0.0261,0.695,118.57
Groovin',The Young Rascals,151289,0.605,0.455,0.595,0.0,0.0816,-8.903,0.0301,0.678,106.825
Sea Within A Sea,The Horrors,478493,0.519,0.825,0.00301,0.735,0.103,-7.488,0.0322,0.415,144.019
The Greatest,Cat Power,202560,0.508,0.362,0.738,0.000998,0.0922,-9.688,0.0262,0.328,107.459
Arnold Layne - 2001 Remastered Version,Pink Floyd,172906,0.308,0.464,0.0436,3.79e-06,0.265,-10.283,0.03,0.199,132.864
Mal Hombre,Lydia Mendoza,212333,0.591,0.208,0.995,0.0418,0.105,-12.87,0.038,0.484,109.639
Pictures Of You - Remastered,The Cure,448306,0.476,0.764,0.00325,0.112,0.138,-6.454,0.032,0.545,171.903
The Kids Are Alright - Shel Talmy Stereo Version,The Who,189200,0.376,0.83,0.00365,1.51e-06,0.149,-5.59,0.0304,0.913,133.283
Frontier Psychiatrist,The Avalanches,296506,0.706,0.895,0.105,0.000129,0.359,-7.541,0.259,0.456,98.935
With A Little Help From My Friends - Remastered,The Beatles,164106,0.705,0.515,0.365,0.0,0.389,-9.343,0.0337,0.803,112.035
Needles And Pins,The Searchers,137412,0.588,0.809,0.00507,0.000149,0.108,-13.003,0.041,0.919,124.311
Time For Heroes,The Libertines,160280,0.363,0.924,0.00995,0.000307,0.0136,-4.181,0.0508,0.692,152.51
Sabali,Amadou & Mariam,196813,0.604,0.652,0.785,0.506,0.242,-6.571,0.0296,0.163,124.033
Mississippi,Bob Dylan,321093,0.538,0.717,0.257,3.75e-05,0.127,-7.523,0.0293,0.682,80.574
Angel Of Death,Slayer,291440,0.279,0.995,0.0001,0.418,0.153,-4.381,0.16,0.0972,90.199
Midnight In A Perfect World,DJ Shadow,298373,0.667,0.662,0.53,0.723,0.22,-9.295,0.035,0.62,79.523
Where the Wild Roses Grow,Nick Cave & The Bad Seeds,237080,0.336,0.47,0.378,0.00332,0.0953,-10.541,0.0319,0.163,154.649
Someday,The Strokes,183573,0.542,0.531,0.0033,1.51e-06,0.338,-7.481,0.0301,0.671,105.97
Life During Wartime - 2005 Remaster,Talking Heads,221320,0.801,0.93,0.0806,0.152,0.0558,-7.365,0.0354,0.967,133.255
Shakin' All Over,Johnny Kidd & The Pirates,141000,0.767,0.626,0.188,1.03e-05,0.327,-8.408,0.036,0.715,125.206
Today - 2011 Remaster,The Smashing Pumpkins,201173,0.457,0.825,3.29e-05,0.578,0.0548,-7.611,0.0268,0.414,82.539
Ceremony - 2011 Total Version,New Order,277813,0.318,0.654,7.82e-05,0.0742,0.112,-9.293,0.0311,0.352,134.748
Something in the Air,Thunderclap Newman,270880,0.485,0.802,0.00302,0.291,0.0805,-5.475,0.0265,0.635,89.971
Into The Mystic,Van Morrison,210400,0.506,0.416,0.2,0.00274,0.0775,-15.141,0.045,0.716,170.172
Rosa Parks,Outkast,324373,0.792,0.701,0.105,0.0,0.761,-7.198,0.283,0.251,103.89
Panic (2008 Remastered Version),The Smiths,141253,0.54,0.84,0.0245,0.0403,0.08,-4.66,0.0357,0.851,130.474
Obstacle 1,Interpol,251333,0.377,0.937,5.17e-05,0.578,0.0676,-4.898,0.0649,0.375,120.532
Streets of Philadelphia,Bruce Springsteen,195800,0.728,0.249,0.327,0.216,0.0875,-15.429,0.0328,0.452,93.683
Remember (Walkin' In The Sand),The Shangri-Las,134080,0.265,0.536,0.674,0.00561,0.188,-7.893,0.0492,0.435,63.54
Suffragette City - 2012 Remastered Version,David Bowie,206005,0.444,0.888,0.378,0.0,0.471,-8.668,0.0394,0.793,142.623
I'm Stranded,The Saints,212826,0.352,0.727,0.00579,2.9e-06,0.313,-12.256,0.0352,0.426,85.385
One,Metallica,447440,0.444,0.703,0.00112,0.0761,0.127,-9.443,0.0641,0.419,106.228
The First Time Ever I Saw Your Face,Roberta Flack,260666,0.311,0.0264,0.731,0.00205,0.156,-21.644,0.037,0.139,120.653
White Noise,Disclosure,277687,0.665,0.844,0.00963,0.000215,0.311,-6.164,0.0501,0.902,119.978
Boys,Charli XCX,162585,0.867,0.545,0.0646,0.000289,0.0505,-5.192,0.0625,0.525,139.943
Sad-Eyed Lady of the Lowlands,Bob Dylan,679106,0.301,0.385,0.604,0.0,0.0799,-10.755,0.0323,0.275,171.836
Beds Are Burning,Midnight Oil,255733,0.768,0.331,0.0116,0.000113,0.0783,-15.038,0.0412,0.298,119.19
I Had Too Much to Dream (Last Night),The Electric Prunes,179173,0.358,0.554,0.354,1.3e-06,0.218,-12.927,0.0381,0.419,147.743
Between The Bars,Elliott Smith,141426,0.502,0.0766,0.934,0.838,0.107,-23.612,0.0591,0.381,134.766
Ready For The Floor,Hot Chip,234240,0.764,0.759,0.00903,0.0,0.0746,-5.443,0.0413,0.937,128.999
Rave On,Buddy Holly,108866,0.547,0.706,0.647,1.26e-06,0.49,-8.226,0.0353,0.963,159.525
Burn the Witch,Radiohead,220609,0.541,0.847,0.303,0.271,0.109,-6.52,0.0297,0.62,148.937
Rebel Rouser,Duane Eddy,153533,0.388,0.434,0.789,0.954,0.728,-11.997,0.0354,0.873,206.313
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,257399,0.845,0.884,0.0128,2.1e-06,0.203,-4.506,0.0759,0.904,104.536
Adorn,Miguel,193146,0.625,0.576,0.0543,4.07e-05,0.187,-5.693,0.175,0.235,179.063
I Can't Live Without My Radio,LL Cool J,327733,0.763,0.509,0.000389,0.0118,0.0907,-13.175,0.512,0.856,179.261
I Am the Resurrection - Remastered,The Stone Roses,492946,0.357,0.866,0.00191,0.114,0.0815,-6.324,0.0411,0.721,129.071
Do The Strand,Roxy Music,243800,0.441,0.948,0.00841,0.172,0.243,-4.939,0.0791,0.458,137.045
Happy,The Rolling Stones,184626,0.555,0.897,0.361,0.94,0.536,-3.469,0.0293,0.965,131.712
Typical Girls,The Slits,236306,0.49,0.668,2.27e-05,0.364,0.0606,-11.162,0.0434,0.688,157.596
I'll Feel a Whole Lot Better,The Byrds,151706,0.402,0.892,0.0509,0.0,0.345,-7.373,0.0302,0.951,134.927
Break on Through (To the Other Side),The Doors,145866,0.421,0.751,0.2,0.0,0.17,-9.584,0.0472,0.789,89.839
Rhiannon,Fleetwood Mac,252773,0.723,0.49,0.111,0.0946,0.0923,-14.745,0.0296,0.795,129.012
Army Of Me,Björk,236200,0.554,0.696,0.00702,0.00011,0.346,-9.267,0.0284,0.459,86.036
Love Train,The O'Jays,178360,0.738,0.561,0.076,4.24e-05,0.141,-9.643,0.0475,0.721,122.679
Not Dark Yet,Bob Dylan,387733,0.465,0.381,0.529,0.00835,0.111,-14.195,0.0316,0.227,126.372
Love Hangover,Diana Ross,226106,0.479,0.846,0.453,0.00597,0.0479,-5.202,0.0419,0.863,112.676
ABC,The Jackson 5,174866,0.572,0.786,0.519,0.00093,0.11,-8.469,0.0642,0.952,188.115
That's When I Reach for My Revolver,Mission Of Burma,233573,0.302,0.916,0.00188,0.000376,0.111,-5.626,0.0468,0.501,147.12
Been Caught Stealing,Jane's Addiction,213293,0.683,0.9,0.0146,0.0706,0.296,-7.506,0.105,0.616,103.625
Song to the Siren,Tim Buckley,208133,0.261,0.0748,0.95,0.000134,0.105,-21.048,0.0447,0.106,62.027
Do You Want To,Franz Ferdinand,215000,0.414,0.939,0.0884,0.000612,0.81,-2.887,0.047,0.748,123.091
Don't Speak,No Doubt,263000,0.522,0.707,0.24,2.04e-05,0.156,-7.113,0.0354,0.572,76.05
Realiti,Grimes,306532,0.638,0.632,0.000904,0.0406,0.115,-7.589,0.029,0.349,114.992
Funkytown - Single Version,Lipps Inc.,245413,0.907,0.564,0.000928,0.65,0.108,-9.29,0.0568,0.229,122.632
Laura,Bat For Lashes,266493,0.459,0.187,0.922,0.0,0.0939,-9.326,0.0361,0.0625,96.983
Begin The Beguine,Artie Shaw,199586,0.638,0.438,0.911,0.212,0.0994,-7.137,0.0469,0.639,137.761
The Show,Slick Rick,266573,0.87,0.938,0.00738,0.0,0.339,-7.039,0.191,0.513,101.682
Fire,Jimi Hendrix,163800,0.479,0.944,0.00206,0.0283,0.356,-5.167,0.115,0.572,153.45
Sing It Back,Moloko,279093,0.765,0.772,0.00681,0.00065,0.0477,-7.532,0.0346,0.967,123.027
Have You Seen Her,The Chi-Lites,310746,0.621,0.413,0.602,4.88e-06,0.145,-12.274,0.0348,0.338,139.491
Let Down,Radiohead,299266,0.352,0.686,0.000112,0.0813,0.0786,-8.604,0.0312,0.123,102.41
Danny Nedelko,IDLES,204843,0.207,0.931,0.000274,0.00387,0.243,-4.452,0.083,0.324,204.227
54-46 Was My Number,Toots & The Maytals,190693,0.682,0.367,0.184,3.04e-05,0.0725,-7.447,0.169,0.635,159.481
Stay with Me - Single Version,Lorraine Ellison,210080,0.305,0.34,0.639,2.77e-05,0.12,-6.714,0.0297,0.246,124.693
The Only One I Know,The Charlatans,238120,0.543,0.572,0.0685,0.00119,0.0823,-13.124,0.0317,0.533,113.312
Scenario - LP Mix,A Tribe Called Quest,250133,0.795,0.6,0.112,0.000171,0.111,-14.004,0.341,0.633,101.78
You Are The Sunshine Of My Life,Stevie Wonder,178266,0.524,0.531,0.805,2.51e-05,0.203,-11.926,0.0702,0.683,132.175
Autumn Sweater,Yo La Tengo,318373,0.628,0.449,0.15,0.738,0.141,-12.446,0.0426,0.874,102.081
She Bangs the Drums - Remastered,The Stone Roses,232333,0.339,0.976,0.00649,0.00672,0.123,-4.782,0.0909,0.672,144.723
Celebrity Skin,Hole,162493,0.443,0.896,1.35e-05,0.000101,0.369,-6.163,0.0457,0.733,134.145
Spirit in the Sky,Norman Greenbaum,239600,0.601,0.643,0.112,0.00209,0.088,-5.828,0.0314,0.552,128.262
What Becomes Of The Brokenhearted,Jimmy Ruffin,173066,0.709,0.458,0.212,0.0,0.29,-8.472,0.0284,0.426,98.824
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,216413,0.321,0.869,0.00769,0.00491,0.376,-8.732,0.0352,0.496,206.568
Manic Depression,Jimi Hendrix,222293,0.357,0.969,0.0134,0.0677,0.141,-4.99,0.124,0.704,149.741
In Your Eyes,Peter Gabriel,327946,0.622,0.713,0.0702,3.04e-06,0.104,-7.253,0.0357,0.639,89.448
Come Out and Play,The Offspring,197800,0.514,0.884,0.0943,1.52e-06,0.0654,-3.765,0.151,0.898,158.262
La mer (Beyond the Sea),Charles Trenet,201640,0.342,0.228,0.935,0.00248,0.114,-12.211,0.0359,0.354,84.753
Crying in the Chapel,The Orioles,184906,0.278,0.114,0.913,0.0,0.158,-16.452,0.0406,0.509,175.474
Fever,Peggy Lee,201333,0.742,0.0899,0.0906,0.0,0.113,-19.187,0.158,0.351,137.473
She's Leaving Home - Remastered,The Beatles,215160,0.381,0.214,0.944,0.0,0.106,-11.629,0.0337,0.393,127.581
Let's Go Crazy,Prince,280000,0.309,0.93,0.0192,0.0022,0.106,-6.399,0.125,0.376,195.815
Wanna Be Startin' Somethin',Michael Jackson,362386,0.848,0.922,0.0209,0.361,0.058,-4.203,0.0426,0.884,122.224
Pick Up,DJ Koze,398150,0.712,0.601,1.09e-05,0.802,0.0982,-8.968,0.062,0.513,124.912
Rocks Off,The Rolling Stones,271933,0.485,0.943,0.0639,0.179,0.144,-4.423,0.0416,0.889,141.982
Downtown,Petula Clark,185400,0.481,0.589,0.81,0.0,0.249,-10.471,0.0461,0.666,117.699
Every Single Night,Fiona Apple,209386,0.687,0.195,0.859,0.0,0.226,-12.612,0.0603,0.402,125.949
Cum On Feel The Noize,Slade,262973,0.408,0.83,0.000327,0.58,0.131,-7.932,0.086,0.674,137.778
A Horse with No Name,America,252239,0.654,0.506,0.686,0.0155,0.155,-17.18,0.0535,0.831,123.179
Reet Petite - The Finest Girl You Ever Want to Meet,Jackie Wilson,165866,0.655,0.67,0.387,0.0,0.148,-6.719,0.106,0.929,84.117
The Robots - 2009 Remaster,Kraftwerk,372760,0.806,0.765,0.0236,0.617,0.148,-9.665,0.0583,0.353,115.023
(Mama) He Treats Your Daughter Mean,Ruth Brown,179013,0.835,0.446,0.719,0.0,0.0753,-5.085,0.0603,0.909,120.238
Torn,Natalie Imbruglia,244933,0.576,0.864,0.0616,4.72e-05,0.71,-6.362,0.0322,0.611,96.311
This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,296146,0.942,0.641,0.331,0.179,0.028,-10.15,0.0333,0.966,114.443
Never Let Me Down Again,Depeche Mode,288000,0.599,0.719,0.278,0.0486,0.693,-12.57,0.0288,0.785,106.081
Hold On,Alabama Shakes,226186,0.574,0.667,0.206,0.352,0.0852,-5.425,0.0301,0.546,88.299
Sin City,The Flying Burrito Brothers,251533,0.427,0.403,0.00558,3.57e-06,0.306,-14.064,0.0282,0.657,86.014
What Time Is Love - Live at Trancentral,The KLF,322608,0.604,0.779,0.00302,0.00026,0.95,-9.774,0.0863,0.433,119.168
Fake Empire,The National,205040,0.324,0.776,0.151,0.917,0.0728,-6.784,0.0346,0.317,101.964
My Baby Just Cares for Me - 2013 Remastered Version,Nina Simone,215746,0.746,0.243,0.829,1.02e-06,0.0905,-15.134,0.123,0.425,118.578
Mykonos,Fleet Foxes,275306,0.391,0.45,0.417,0.000335,0.14,-9.251,0.0306,0.344,121.946
Photograph,Def Leppard,247962,0.603,0.877,0.000343,0.635,0.0551,-6.606,0.0515,0.617,123.679
Pushin' Too Hard,The Seeds,158778,0.535,0.654,0.267,1.16e-05,0.318,-12.434,0.042,0.827,143.612
I Will Always Love You,Whitney Houston,271093,0.332,0.214,0.845,5.62e-06,0.0839,-12.518,0.0349,0.11,67.531
Under the Boardwalk,The Drifters,161960,0.747,0.226,0.908,0.000168,0.107,-13.635,0.0414,0.778,123.792
When You Were Mine,Prince,225546,0.694,0.444,0.00657,0.776,0.0719,-13.254,0.0648,0.879,143.078
"Steady, As She Goes",The Raconteurs,217546,0.524,0.575,0.0104,0.0169,0.165,-5.081,0.116,0.532,122.957
Man in the Mirror - Remastered Version,Michael Jackson,319493,0.802,0.813,0.443,1.03e-05,0.111,-4.889,0.0362,0.264,100.338
Pump It Up,Elvis Costello & The Attractions,196680,0.644,0.814,0.00933,0.000617,0.107,-6.036,0.0385,0.965,138.999
Badlands,Bruce Springsteen,242453,0.609,0.778,0.0862,1.16e-05,0.278,-7.548,0.0485,0.853,122.614
Pancho and Lefty,Townes Van Zandt,221053,0.631,0.2,0.793,1.22e-06,0.128,-17.67,0.0326,0.677,133.175
The Last Time - Remastered 2002,The Rolling Stones,221520,0.34,0.93,0.141,0.835,0.59,-5.725,0.0562,0.405,167.677
Just a Friend,Biz Markie,238266,0.862,0.663,0.12,0.0,0.318,-9.004,0.21,0.837,85.308
Limit To Your Love,James Blake,276720,0.798,0.273,0.618,0.168,0.0788,-11.108,0.0865,0.0455,139.986
Hoppípolla,Sigur Rós,270013,0.312,0.543,0.0356,0.225,0.128,-9.875,0.0308,0.178,140.109
Simple Twist of Fate,Bob Dylan,256800,0.409,0.264,0.665,0.00016,0.102,-16.273,0.0363,0.355,137.16
Orgasm Addict - 1996 Remastered Version,Buzzcocks,121213,0.349,0.858,7.89e-05,0.0,0.252,-7.898,0.11,0.751,92.015
Inbetween Days,The Cure,177000,0.535,0.737,0.124,0.00994,0.258,-9.976,0.0331,0.728,142.521
Nowhere To Run,Martha Reeves & The Vandellas,171933,0.646,0.926,0.135,0.0166,0.0874,-2.352,0.0539,0.96,129.361
The Universal - 2012 Remaster,Blur,238520,0.335,0.546,0.181,1.98e-06,0.0928,-8.33,0.0272,0.266,163.511
Papa Don't Preach,Madonna,268533,0.833,0.934,0.343,7.55e-06,0.0521,-3.243,0.0313,0.964,121.879
Let's Make Love and Listen to Death From Above,CSS,211186,0.694,0.791,0.0741,0.0122,0.191,-5.143,0.0324,0.695,119.998
Girl from the North Country,Bob Dylan,199573,0.538,0.115,0.883,8.42e-05,0.113,-19.536,0.0335,0.312,102.296
I Can't Go for That (No Can Do),Daryl Hall & John Oates,307306,0.889,0.441,0.0405,0.000788,0.038,-9.506,0.0379,0.963,110.565
Lovesick Blues - Single Version,Hank Williams,165240,0.764,0.22,0.952,2.16e-06,0.161,-13.096,0.0544,0.688,126.164
Heroes and Villains (Mono),The Beach Boys,219560,0.376,0.457,0.183,0.0,0.162,-12.48,0.0388,0.153,95.482
We're An American Band - Remastered 2002,Grand Funk Railroad,207093,0.637,0.89,0.119,6.72e-05,0.103,-4.872,0.0677,0.923,127.689
Careless Whisper - Extended Mix,George Michael,393973,0.547,0.512,0.184,1.1e-05,0.333,-11.167,0.0363,0.555,153.173
Tom Traubert's Blues (Four Sheets To The Wind In Copenhagen),Tom Waits,395066,0.307,0.288,0.71,0.0,0.19,-12.619,0.0308,0.323,135.484
Never Catch Me,Flying Lotus,234486,0.526,0.936,0.316,0.000384,0.261,-4.576,0.263,0.283,81.305
Back On The Chain Gang - 2009 Remastered,Pretenders,233120,0.598,0.901,0.0956,0.0377,0.172,-5.995,0.0352,0.823,153.269
God - Remastered 2010,John Lennon,252773,0.64,0.269,0.231,0.00276,0.116,-13.435,0.0388,0.178,112.801
The Joker,Steve Miller Band,264200,0.455,0.354,0.326,4.35e-06,0.0884,-13.902,0.0484,0.842,164.386
El Paso,Marty Robbins,259306,0.654,0.452,0.835,2.89e-05,0.16,-9.709,0.03,0.691,106.662
Alright,Supergrass,180880,0.467,0.958,0.000479,0.199,0.299,-4.808,0.0775,0.701,145.92
Me and Mrs. Jones,Billy Paul,285760,0.303,0.555,0.388,1.16e-06,0.468,-9.259,0.0482,0.447,67.322
Gosh,Jamie xx,291018,0.753,0.46,0.0176,0.779,0.0918,-12.282,0.069,0.384,139.458
Be Mine!,Robyn,206600,0.705,0.729,0.292,0.0,0.0505,-4.571,0.0767,0.964,158.05
Under the Milky Way,The Church,297600,0.578,0.583,0.0548,0.199,0.125,-13.416,0.0269,0.519,135.986
Slide (feat. Frank Ocean & Migos),Calvin Harris,230813,0.736,0.795,0.498,1.21e-06,0.254,-3.299,0.0545,0.511,104.066
Brilliant Disguise,Bruce Springsteen,254840,0.703,0.726,0.152,1.45e-06,0.0319,-12.438,0.029,0.949,126.353
I'm Eighteen,Alice Cooper,180760,0.618,0.413,0.249,0.0517,0.131,-14.164,0.0302,0.531,97.84
On & On,Erykah Badu,226133,0.762,0.403,0.0396,0.0113,0.256,-10.423,0.158,0.346,80.476
Do It Again,Steely Dan,356600,0.683,0.533,0.206,4.16e-05,0.0525,-10.253,0.0313,0.964,124.571
Cowgirl in the Sand - 2009 Remaster,Neil Young,606680,0.29,0.821,0.00519,0.0525,0.141,-7.022,0.0578,0.359,172.323
On The Road Again,Canned Heat,301466,0.54,0.301,0.818,0.000136,0.261,-13.331,0.0407,0.185,127.758
Last Train to Clarksville,The Monkees,164253,0.485,0.629,0.0241,0.0,0.717,-8.416,0.0261,0.691,98.639
Countdown,Beyoncé,212146,0.665,0.787,0.308,0.0,0.219,-5.73,0.151,0.699,167.349
Higher Than the Sun,Primal Scream,218293,0.519,0.824,0.0184,0.104,0.0666,-8.742,0.0648,0.389,81.34
Rikki Don't Lose That Number,Steely Dan,272626,0.649,0.478,0.51,0.000134,0.0915,-13.628,0.0381,0.571,116.179
Maggot Brain,Funkadelic,621106,0.3,0.353,0.777,0.478,0.406,-15.588,0.047,0.19,134.912
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,280000,0.695,0.336,0.8,0.00264,0.701,-12.999,0.0313,0.422,79.109
Jeepster,T. Rex,247773,0.394,0.863,0.0157,0.0116,0.0609,-6.239,0.101,0.907,193.552
"Brother, Can You Spare a Dime? (with Lenny Hayton & His Orchestra)",Bing Crosby,192640,0.473,0.154,0.987,3.04e-06,0.114,-14.51,0.119,0.322,84.676
Rock Your Body,Justin Timberlake,267266,0.892,0.714,0.201,0.000234,0.0521,-6.055,0.141,0.817,100.972
Smooth,Santana,298066,0.621,0.923,0.17,7.72e-05,0.0933,-3.907,0.0313,0.963,115.952
Hallogallo,NEU!,607426,0.619,0.78,0.117,0.831,0.0693,-14.023,0.0349,0.771,152.581
Scar Tissue,Red Hot Chili Peppers,215906,0.437,0.717,0.0779,0.00274,0.108,-4.803,0.039,0.547,178.085
S.O.S.,ABBA,205466,0.417,0.723,0.245,0.000942,0.249,-5.568,0.0286,0.473,125.102
Baby I Need Your Loving,Four Tops,166026,0.628,0.699,0.416,0.0,0.216,-6.112,0.0384,0.639,121.376
She's A Rainbow,The Rolling Stones,252333,0.475,0.757,0.444,0.0154,0.274,-9.788,0.0385,0.531,109.151
I Can't Get Started,Bunny Berigan,286640,0.55,0.175,0.991,0.59,0.0393,-15.019,0.0501,0.388,75.599
Only Love Can Break Your Heart,Saint Etienne,269240,0.587,0.805,3.41e-05,0.391,0.17,-9.137,0.036,0.744,102.401
Got Your Money,ODB,241746,0.934,0.49,0.0503,0.0,0.181,-5.972,0.177,0.702,103.059
Californication,Red Hot Chili Peppers,329733,0.592,0.767,0.0021,0.00165,0.127,-2.788,0.027,0.328,96.483
Drunk in Love (feat. Jay-Z),Beyoncé,323480,0.589,0.621,0.00969,0.00104,0.181,-6.902,0.0468,0.401,140.03
You Spin Me Round (Like a Record),Dead Or Alive,199666,0.567,0.943,0.0312,0.0965,0.544,-7.992,0.0387,0.965,128.207
In a Mist,Bix Beiderbecke,163733,0.392,0.29,0.996,0.958,0.112,-19.273,0.0348,0.485,175.04
Mama Said Knock You Out,LL Cool J,292973,0.788,0.807,0.0501,0.454,0.334,-7.092,0.118,0.62,102.396
Close Your Eyes (And Count to Fuck) [feat. Zack De La Rocha],Run The Jewels,234160,0.72,0.663,0.0127,0.0,0.141,-6.534,0.282,0.487,79.944
Marcus Garvey,Burning Spear,204506,0.717,0.343,0.101,0.00224,0.0423,-14.58,0.0937,0.553,91.312
Svefn - G - Englar,Sigur Rós,604266,0.22,0.555,0.557,0.716,0.111,-9.04,0.0484,0.0506,129.463
Epic,Faith No More,293653,0.358,0.893,0.0222,0.0524,0.126,-7.486,0.12,0.262,174.238
Love Galore (feat. Travis Scott),SZA,275080,0.795,0.594,0.112,0.0,0.162,-6.2,0.0748,0.409,135.002
One Love / People Get Ready,Bob Marley & The Wailers,175960,0.702,0.326,0.148,0.0,0.0548,-16.868,0.372,0.918,76.435
Midnight Rambler,The Rolling Stones,412760,0.408,0.65,0.76,2.53e-06,0.22,-10.201,0.119,0.52,75.853
Freddie's Dead,Curtis Mayfield,324398,0.532,0.79,0.0617,0.00051,0.0942,-7.282,0.0655,0.959,91.268
Candle In The Wind,Elton John,229666,0.603,0.527,0.259,3.75e-06,0.187,-9.008,0.0287,0.602,124.144
If I Didn't Care - From ''Radio Days'',The Ink Spots,187133,0.527,0.112,0.991,6.92e-05,0.111,-16.13,0.0736,0.221,90.404
"Caroline, No - Mono / Remastered",The Beach Boys,173933,0.402,0.426,0.775,6.12e-06,0.175,-9.662,0.0262,0.641,75.866
Zombie,The Cranberries,306440,0.309,0.649,0.0158,0.00595,0.367,-8.994,0.035,0.313,166.915
The Long And Winding Road - Remastered,The Beatles,218186,0.299,0.329,0.756,0.0105,0.0559,-10.096,0.0279,0.392,132.282
Powderfinger,Neil Young,330720,0.483,0.688,0.307,0.00932,0.1,-9.907,0.0328,0.56,107.349
The Look Of Love - Pt. 1,ABC,209160,0.739,0.898,0.112,0.00104,0.309,-4.566,0.0895,0.915,121.01
Chameleon,Herbie Hancock,941360,0.581,0.672,0.104,0.856,0.0458,-8.279,0.0602,0.808,111.154
Rock Box,Run–D.M.C.,330573,0.777,0.892,0.171,1.79e-06,0.384,-4.555,0.0932,0.648,100.231
Diane Young,Vampire Weekend,160066,0.419,0.803,0.032,3.7e-05,0.206,-5.498,0.246,0.764,86.958
Tennessee Waltz,Patti Page,182266,0.46,0.14,0.968,0.000678,0.129,-12.204,0.0326,0.359,87.009
"Knowing Me, Knowing You",ABBA,241920,0.546,0.733,0.0399,1.11e-06,0.235,-7.073,0.0299,0.91,107.285
Silent Shout,The Knife,293640,0.601,0.701,0.107,0.89,0.123,-10.488,0.0394,0.388,128.559
Dawn Chorus,Thom Yorke,323080,0.261,0.174,0.854,0.893,0.169,-16.161,0.0346,0.0393,138.999
Dancing Barefoot,Patti Smith,256533,0.492,0.639,0.235,0.0,0.0738,-9.944,0.0319,0.792,115.519
What Difference Does It Make? - 2011 Remaster,The Smiths,229866,0.383,0.888,0.000492,0.000174,0.0479,-6.503,0.037,0.393,163.23
Shake,Sam Cooke,170000,0.544,0.848,0.759,0.0,0.466,-7.483,0.0626,0.765,151.303
All Tomorrow's Parties,The Velvet Underground,357466,0.358,0.567,0.02,0.000124,0.109,-11.947,0.0443,0.168,94.08
I'll Be Around,The Spinners,188800,0.593,0.791,0.175,0.0,0.0976,-8.698,0.068,0.63,112.295
